   0.0000000e+00   0.0000000e+00   0.0000000e+00
   3.1554436e-30  -6.3108872e-29  -6.3108872e-29
   1.3877788e-18  -2.7755576e-17  -2.7755576e-17
   1.3877788e-18  -2.7755576e-17  -2.7755576e-17
   2.0095091e-06  -4.0186065e-05  -4.0190074e-05
   1.2057055e-05  -2.4099304e-04  -2.4113718e-04
   6.2294784e-05  -1.2419674e-03  -1.2457909e-03
   3.1348343e-04  -6.1731168e-03  -6.2669859e-03
   1.5694266e-03  -2.9268631e-02  -3.1317424e-02
   6.1343254e-03  -9.9702204e-02  -1.2130446e-01
   6.1557719e-03  -1.0000000e-01  -1.2172188e-01
   6.1557719e-03  -1.0000000e-01  -1.2172188e-01
   1.2888994e-02  -1.8444465e-01  -2.4695089e-01
   1.4260739e-02  -2.0000000e-01  -2.6919227e-01
   1.4260739e-02  -2.0000000e-01  -2.6919227e-01
   1.6796269e-02  -2.2768243e-01  -2.9922676e-01
   1.7695712e-02  -2.3720342e-01  -3.0377144e-01
   1.8595155e-02  -2.4658329e-01  -3.0964780e-01
   2.3092369e-02  -2.9162979e-01  -3.3902960e-01
   2.3959184e-02  -3.0000000e-01  -3.4469279e-01
   2.3959184e-02  -3.0000000e-01  -3.4469279e-01
   3.4431023e-02  -4.0000000e-01  -4.1310881e-01
   3.4431023e-02  -4.0000000e-01  -4.1310881e-01
   4.5009382e-02  -5.0000000e-01  -4.8222075e-01
   4.5009382e-02  -5.0000000e-01  -4.8222075e-01
   5.5696008e-02  -6.0000000e-01  -5.5204004e-01
   5.5696008e-02  -6.0000000e-01  -5.5204004e-01
   5.8471392e-02  -6.2580688e-01  -5.7017255e-01
   5.8471392e-02  -6.2580688e-01  -5.7017255e-01
   6.6492443e-02  -7.0000000e-01  -6.2257675e-01
   6.6492443e-02  -7.0000000e-01  -6.2257675e-01
   7.7400195e-02  -8.0000000e-01  -6.9384073e-01
   7.7400195e-02  -8.0000000e-01  -6.9384073e-01
   8.5181729e-02  -8.7071523e-01  -7.4468009e-01
   8.5181729e-02  -8.7071523e-01  -7.4468009e-01
   8.8420641e-02  -9.0000000e-01  -7.6584098e-01
   8.8420641e-02  -9.0000000e-01  -7.6584098e-01
   9.9555151e-02  -1.0000000e+00  -8.3858645e-01
