   0.0000000e+00   0.0000000e+00   0.0000000e+00
   3.1554436e-30   5.9412371e-58   5.9412371e-58
   2.3257563e-19   3.2276352e-36   3.2276352e-36
   2.3257563e-19   3.2276352e-36   3.2276352e-36
   2.3398732e-19   3.2669364e-36   3.2669364e-36
   2.3398732e-19   3.2669364e-36   3.2669364e-36
   1.0047546e-05   6.0235198e-09   6.0237948e-09
   6.0285274e-05   2.1678329e-07   2.1684186e-07
   2.5191198e-04   3.7812557e-06   3.7853060e-06
   2.5191198e-04   3.7812557e-06   3.7853060e-06
   2.5344104e-04   3.8272663e-06   3.8313890e-06
   2.5344104e-04   3.8272663e-06   3.8313890e-06
   3.0241353e-04   5.4478255e-06   5.4547342e-06
   3.0241353e-04   5.4478255e-06   5.4547342e-06
   3.0424912e-04   5.5141068e-06   5.5211385e-06
   3.0424912e-04   5.5141068e-06   5.5211385e-06
   5.0478929e-04   1.5163025e-05   1.5193456e-05
   5.0478929e-04   1.5163025e-05   1.5193456e-05
   5.0785326e-04   1.5347419e-05   1.5378384e-05
   5.0785326e-04   1.5347419e-05   1.5378384e-05
   6.0618938e-04   2.1855568e-05   2.1906935e-05
   6.0618938e-04   2.1855568e-05   2.1906935e-05
   6.0986883e-04   2.2121289e-05   2.2173549e-05
   6.0986883e-04   2.2121289e-05   2.2173549e-05
   7.5854823e-04   3.4197102e-05   3.4294056e-05
   7.5854823e-04   3.4197102e-05   3.4294056e-05
   7.6315246e-04   3.4612735e-05   3.4711356e-05
   7.6315246e-04   3.4612735e-05   3.4711356e-05
   9.1121283e-04   4.9311348e-05   4.9473471e-05
   9.1121283e-04   4.9311348e-05   4.9473471e-05
   9.1674371e-04   4.9910484e-05   5.0075366e-05
   9.1674371e-04   4.9910484e-05   5.0075366e-05
   1.0131589e-03   6.0933340e-05   6.1151005e-05
   1.0131589e-03   6.0933340e-05   6.1151005e-05
   1.0193086e-03   6.1673525e-05   6.1894866e-05
   1.0193086e-03   6.1673525e-05   6.1894866e-05
   1.2174691e-03   8.7903392e-05   8.8264038e-05
   1.2174691e-03   8.7903392e-05   8.8264038e-05
   1.2248589e-03   8.8970726e-05   8.9337371e-05
   1.2248589e-03   8.8970726e-05   8.9337371e-05
   1.2686345e-03   9.5424725e-05   9.5828131e-05
   1.2686345e-03   9.5424725e-05   9.5828131e-05
   1.2763348e-03   9.6583254e-05   9.6993345e-05
   1.2763348e-03   9.6583254e-05   9.6993345e-05
   1.5250302e-03   1.3773240e-04   1.3839421e-04
   1.5250302e-03   1.3773240e-04   1.3839421e-04
   1.5342868e-03   1.3940359e-04   1.4007614e-04
   1.5342868e-03   1.3940359e-04   1.4007614e-04
   1.7824453e-03   1.8793107e-04   1.8892761e-04
   1.7824453e-03   1.8793107e-04   1.8892761e-04
   1.7932643e-03   1.9020988e-04   1.9122212e-04
   1.7932643e-03   1.9020988e-04   1.9122212e-04
   1.8340614e-03   1.9892532e-04   1.9999790e-04
   1.8340614e-03   1.9892532e-04   1.9999790e-04
   1.8451938e-03   2.0133712e-04   2.0242647e-04
   1.8451938e-03   2.0133712e-04   2.0242647e-04
   2.0410354e-03   2.4611711e-04   2.4752224e-04
   2.0410354e-03   2.4611711e-04   2.4752224e-04
   2.0534241e-03   2.4909927e-04   2.5052561e-04
   2.0534241e-03   2.4909927e-04   2.5052561e-04
   2.1448502e-03   2.7165577e-04   2.7324258e-04
   2.1448502e-03   2.7165577e-04   2.7324258e-04
   2.1578690e-03   2.7494629e-04   2.7655648e-04
